latitude,longitude,name
24.9400144,46.6472055,
24.6271429,46.7138083,
24.6290502,46.7134008,
24.6294714,46.7148484,
24.7302712,46.7949925,Al Manar Mosque
24.7071458,46.6871281,Al Rajhi Mosque
24.7193744,46.6767386,Mosque
24.6968939,46.6867636,Al Ray Mosque
24.6652848,46.7343406,مسجد جامع
24.6562853,46.7370228,
24.699547,46.782971,Al Rawabi Mosque
24.7024224,46.7773491,Al Rayan Mosque
24.6968762,46.7814046,
24.7015062,46.7740553,Al Rayan Mosque
24.7089714,46.7871408,
24.6983764,46.7858855,جامع القدس
24.739067,46.7682954,
24.7326065,46.7709669,
24.5868388,46.6808432,
24.5863405,46.682975,
24.5880583,46.6774833,
24.7601498,46.7376753,Al Hudaithy Mosque
24.7798671,46.7419024,
24.7810847,46.744767,
24.6936516,46.7220749,
24.7446955,46.5808074,
24.84011,46.9611282,
25.1423376,46.2696825,
24.7527832,46.8120048,
24.5480967,46.6900915,
24.5558998,46.6939054,
24.5552049,46.6963154,
24.5457138,46.7036134,
24.5545722,46.7039149,
24.5516035,46.7064786,
24.5639438,46.7066148,
24.5604137,46.6876727,
24.7901549,46.6971965,
24.4754253,46.3974749,
24.604052,46.709983,
24.6033584,46.7022576,
24.583896,46.6903205,ال خالد
24.5823466,46.699377,العوده
24.7001393,46.7811323,
24.7010432,46.7868314,جامع عبد الله المبيريك
24.6952143,46.7897251,
24.7039409,46.7823958,جامع الصفاء
24.699114,46.7898472,ابي هريرة
24.5727149,46.8444765,Masjed
24.5722953,46.8406195,
24.5687144,46.8449218,مسجد عمر بن الخطاب
24.5717587,46.8465686,
24.5728027,46.8491275,
24.5745931,46.8446106,
24.577125,46.8454743,
24.5693096,46.8413598,
24.5667385,46.8494386,
24.564743,46.8518365,
24.5632598,46.8478829,
24.561601,46.850946,
24.5649577,46.8455923,
24.5685534,46.8369717,
24.5633208,46.8527136,
24.5708,46.8511364,مسجد أبو بكر الصديق
24.7322398,46.739601,
24.7258592,46.7445534,
24.7255065,46.7401994,
24.9033098,46.3220133,
24.824991,46.8070261,
24.8266058,46.8112812,
24.8228649,46.8131938,
24.8209675,46.8090721,
24.8151406,46.8129862,
24.7693093,46.8308511,
24.6952134,46.8597826,Masjid
24.694506,46.8636474,Masjid
24.7006961,46.8607199,Masjid
24.7006792,46.8645867,Masjid
24.6612871,46.8637926,
24.6619166,46.8772532,
24.673598,46.8762301,
24.6725202,46.8638798,
24.676306,46.8739172,
